KO,module,LevelA,LevelB,LevelC,Module_name,Module_desc,Associated_pathway
K00788,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K14153,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K21219,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K00946,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K06125,M00128,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130 map01240 map01100]","M00128_Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol",[PATH:map00130 map01240 map01100]
K06126,M00128,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130 map01240 map01100]","M00128_Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol",[PATH:map00130 map01240 map01100]
K00591,M00128,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130 map01240 map01100]","M00128_Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol",[PATH:map00130 map01240 map01100]
K06127,M00128,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130 map01240 map01100]","M00128_Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol",[PATH:map00130 map01240 map01100]
K06134,M00128,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130 map01240 map01100]","M00128_Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol",[PATH:map00130 map01240 map01100]
K00591,M00128,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130 map01240 map01100]","M00128_Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol",[PATH:map00130 map01240 map01100]
K00963,M00129,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]","M00129_Ascorbate biosynthesis, animals, glucose-1P => ascorbate",[PATH:map00040 map00053 map01240 map01100]
K00012,M00129,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]","M00129_Ascorbate biosynthesis, animals, glucose-1P => ascorbate",[PATH:map00040 map00053 map01240 map01100]
K00699,M00129,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]","M00129_Ascorbate biosynthesis, animals, glucose-1P => ascorbate",[PATH:map00040 map00053 map01240 map01100]
K01195,M00129,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]","M00129_Ascorbate biosynthesis, animals, glucose-1P => ascorbate",[PATH:map00040 map00053 map01240 map01100]
K00002,M00129,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]","M00129_Ascorbate biosynthesis, animals, glucose-1P => ascorbate",[PATH:map00040 map00053 map01240 map01100]
K01053,M00129,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]","M00129_Ascorbate biosynthesis, animals, glucose-1P => ascorbate",[PATH:map00040 map00053 map01240 map01100]
K00103,M00129,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]","M00129_Ascorbate biosynthesis, animals, glucose-1P => ascorbate",[PATH:map00040 map00053 map01240 map01100]
K00888,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K19801,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K13711,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K00889,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K13712,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K01116,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K05857,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K05858,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K05859,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K05860,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K05861,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K00911,M00130,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]","M00130_Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",[PATH:map00562 map01100]
K01106,M00131,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562 map01100]","M00131_Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",[PATH:map00562 map01100]
K01107,M00131,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562 map01100]","M00131_Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",[PATH:map00562 map01100]
K01109,M00131,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562 map01100]","M00131_Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",[PATH:map00562 map01100]
K01092,M00131,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562 map01100]","M00131_Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",[PATH:map00562 map01100]
K00913,M00132,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562 map01100]","M00132_Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",[PATH:map00562 map01100]
K01765,M00132,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562 map01100]","M00132_Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",[PATH:map00562 map01100]
K00915,M00132,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562 map01100]","M00132_Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",[PATH:map00562 map01100]
K10572,M00132,A_Pathway modules,B_Carbohydrate metabolism,C_Other carbohydrate metabolism,"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562 map01100]","M00132_Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",[PATH:map00562 map01100]
K01583,M00133,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]","M00133_Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",[PATH:map00330 map01100]
K01584,M00133,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]","M00133_Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",[PATH:map00330 map01100]
K01585,M00133,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]","M00133_Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",[PATH:map00330 map01100]
K02626,M00133,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]","M00133_Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",[PATH:map00330 map01100]
K01480,M00133,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]","M00133_Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",[PATH:map00330 map01100]
K01611,M00133,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]","M00133_Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",[PATH:map00330 map01100]
K00797,M00133,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]","M00133_Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",[PATH:map00330 map01100]
K01476,M00134,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => ornithine => putrescine [PATH:map00330 map01100]","M00134_Polyamine biosynthesis, arginine => ornithine => putrescine",[PATH:map00330 map01100]
K01581,M00134,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"Polyamine biosynthesis, arginine => ornithine => putrescine [PATH:map00330 map01100]","M00134_Polyamine biosynthesis, arginine => ornithine => putrescine",[PATH:map00330 map01100]
K00657,M00135,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]","M00135_GABA biosynthesis, eukaryotes, putrescine => GABA",[PATH:map00330 map01100]
K00274,M00135,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]","M00135_GABA biosynthesis, eukaryotes, putrescine => GABA",[PATH:map00330 map01100]
K00128,M00135,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]","M00135_GABA biosynthesis, eukaryotes, putrescine => GABA",[PATH:map00330 map01100]
K14085,M00135,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]","M00135_GABA biosynthesis, eukaryotes, putrescine => GABA",[PATH:map00330 map01100]
K00149,M00135,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]","M00135_GABA biosynthesis, eukaryotes, putrescine => GABA",[PATH:map00330 map01100]
K09470,M00136,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, prokaryotes, putrescine => GABA [PATH:map00330 map01100]","M00136_GABA biosynthesis, prokaryotes, putrescine => GABA",[PATH:map00330 map01100]
K09471,M00136,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, prokaryotes, putrescine => GABA [PATH:map00330 map01100]","M00136_GABA biosynthesis, prokaryotes, putrescine => GABA",[PATH:map00330 map01100]
K09472,M00136,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, prokaryotes, putrescine => GABA [PATH:map00330 map01100]","M00136_GABA biosynthesis, prokaryotes, putrescine => GABA",[PATH:map00330 map01100]
K09473,M00136,A_Pathway modules,B_Amino acid metabolism,C_Polyamine biosynthesis,"GABA biosynthesis, prokaryotes, putrescine => GABA [PATH:map00330 map01100]","M00136_GABA biosynthesis, prokaryotes, putrescine => GABA",[PATH:map00330 map01100]
K10775,M00137,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of phytochemical compounds,"Flavanone biosynthesis, phenylalanine => naringenin [PATH:map00940 map00941 map01100 map01110]","M00137_Flavanone biosynthesis, phenylalanine => naringenin",[PATH:map00940 map00941 map01100 map01110]
K00487,M00137,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of phytochemical compounds,"Flavanone biosynthesis, phenylalanine => naringenin [PATH:map00940 map00941 map01100 map01110]","M00137_Flavanone biosynthesis, phenylalanine => naringenin",[PATH:map00940 map00941 map01100 map01110]
K01904,M00137,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of phytochemical compounds,"Flavanone biosynthesis, phenylalanine => naringenin [PATH:map00940 map00941 map01100 map01110]","M00137_Flavanone biosynthesis, phenylalanine => naringenin",[PATH:map00940 map00941 map01100 map01110]
K00660,M00137,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of phytochemical compounds,"Flavanone biosynthesis, phenylalanine => naringenin [PATH:map00940 map00941 map01100 map01110]","M00137_Flavanone biosynthesis, phenylalanine => naringenin",[PATH:map00940 map00941 map01100 map01110]
K01859,M00137,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of phytochemical compounds,"Flavanone biosynthesis, phenylalanine => naringenin [PATH:map00940 map00941 map01100 map01110]","M00137_Flavanone biosynthesis, phenylalanine => naringenin",[PATH:map00940 map00941 map01100 map01110]
K00475,M00138,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of phytochemical compounds,"Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map00941 map01100 map01110]","M00138_Flavonoid biosynthesis, naringenin => pelargonidin",[PATH:map00941 map01100 map01110]
K13082,M00138,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of phytochemical compounds,"Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map00941 map01100 map01110]","M00138_Flavonoid biosynthesis, naringenin => pelargonidin",[PATH:map00941 map01100 map01110]
